FILE,KEY,OFFSET,TRAP,DETAIL,MF-BEHAVIOR
KYKMAST,0311000000000000001006,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0312000000000000001108,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0313000000000000001210,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0314000000000000001312,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0315000000000000001414,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0316000000000000001516,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0316000000000000001516,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0317000000000000001618,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0318000000000000001720,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0319000000000000001822,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0320000000000000001915,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0321000000000000002008,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0322000000000000002110,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0323000000000000002212,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0324000000000000002314,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0325000000000000002416,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0326000000000000002518,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0327000000000000002620,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0328000000000000002722,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0329000000000000002824,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0330000000000000002917,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0331000000000000003010,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0332000000000000003112,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0333000000000000003214,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0334000000000000003316,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0335000000000000003418,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0336000000000000003520,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0337000000000000003622,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0338000000000000003724,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0339000000000000003826,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0340000000000000003919,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0341000000000000004012,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0342000000000000004114,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0343000000000000004216,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0344000000000000004318,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0313000000000000005921,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0333000000000000017320,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0339000000000000017932,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0313000000000000020009,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0335000000000000022217,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0344000000000000023117,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0330000000000000026418,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0334000000000000036221,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0314000000000000038928,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0325000000000000040014,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0325000000000000040014,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0326000000000000040116,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0327000000000000040218,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0328000000000000040320,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0329000000000000040422,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0330000000000000040515,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0331000000000000040617,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0332000000000000040719,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0333000000000000040821,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0334000000000000040923,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0335000000000000041016,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0336000000000000041118,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0337000000000000041220,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0338000000000000041322,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0339000000000000041424,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0340000000000000041517,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0341000000000000041619,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0342000000000000041721,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0343000000000000041823,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0344000000000000041925,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0345000000000000042018,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0346000000000000042120,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0347000000000000042222,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0301000000000000042313,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0302000000000000042415,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0303000000000000042517,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0304000000000000042619,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0305000000000000042721,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0306000000000000042823,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0307000000000000042925,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0308000000000000043018,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0309000000000000043120,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0310000000000000043213,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0311000000000000043315,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0312000000000000043417,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0313000000000000043519,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0314000000000000043621,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0315000000000000043723,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0316000000000000043825,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0317000000000000043927,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0318000000000000044020,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0319000000000000044122,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0320000000000000044215,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0321000000000000044317,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0338000000000000050726,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0329000000000000059230,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0337000000000000060019,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0317000000000000072121,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0310000000000000076118,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0311000000000000076220,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0302000000000000080013,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0302000000000000080013,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0303000000000000080115,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0304000000000000080217,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0305000000000000080319,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0306000000000000080421,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0307000000000000080523,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0308000000000000080625,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0309000000000000080727,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0310000000000000080820,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0311000000000000080922,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0312000000000000081015,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0313000000000000081117,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0314000000000000081219,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0315000000000000081321,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0316000000000000081423,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0317000000000000081525,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0318000000000000081627,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0319000000000000081729,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0320000000000000081822,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0321000000000000081924,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0322000000000000082017,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0323000000000000082119,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0324000000000000082221,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0325000000000000082323,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0326000000000000082425,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0327000000000000082527,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0328000000000000082629,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0329000000000000082731,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0330000000000000082824,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0331000000000000082926,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0332000000000000083019,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0333000000000000083121,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0334000000000000083223,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0335000000000000083325,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0336000000000000083427,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0337000000000000083529,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0338000000000000083631,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0339000000000000083733,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0340000000000000083826,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0341000000000000083928,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0342000000000000084021,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0343000000000000084123,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0344000000000000084225,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0345000000000000084327,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0303000000000000089528,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0325000000000000091727,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0302000000000000098830,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0314000000000000100009,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0323000000000000100918,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0346000000000000107930,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0304000000000000108420,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0316000000000000114319,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0337000000000000116425,40,B-03,COMP-3符号F(旧システム由来),演算同値・バイト比較で旧判定
KYKMAST,0326000000000000120014,32,F-05,テスト契約種別99,11箇所の比較で集計除外
KYKMAST,0326000000000000120014,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0327000000000000120116,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0328000000000000120218,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0329000000000000120320,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0330000000000000120413,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0331000000000000120515,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0332000000000000120617,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0333000000000000120719,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0334000000000000120821,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0335000000000000120923,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0336000000000000121016,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0337000000000000121118,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0338000000000000121220,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0339000000000000121322,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0340000000000000121415,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0341000000000000121517,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0342000000000000121619,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0343000000000000121721,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0344000000000000121823,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0345000000000000121925,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0346000000000000122018,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0347000000000000122120,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0301000000000000122211,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0302000000000000122313,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0303000000000000122415,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0304000000000000122517,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0305000000000000122619,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0306000000000000122721,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0307000000000000122823,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0308000000000000122925,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0309000000000000123018,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0310000000000000123111,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0311000000000000123213,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0312000000000000123315,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0313000000000000123417,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0314000000000000123519,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0315000000000000123621,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0316000000000000123723,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0317000000000000123825,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0318000000000000123927,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0319000000000000124020,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0320000000000000124113,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
KYKMAST,0321000000000000124215,59,B-12,型圧縮前の旧レイアウト(暗黙判別=適用開始<1993),判別ロジックで正しく読み分け
